,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text
155,,,103955,0,0,0,0,0,3,3.7,,0,Raheem,0.0,304,False,,,100,103955.jpg,5.4,Sterling,7.4,False,,a,6,8,163,0,0,0,0,0.0,16.3,Sterling,2121,13,7,13,17,0,0,1,1,0,0,15,468,730.8,613.2,1188.0,253.4,36,15,38,28,11,5,16,11,,,,,,
156,,,86129,0,0,0,0,0,2,3.1,,0,Kalidou,0.0,520,False,,,55,86129.jpg,0.0,Koulibaly,1.3,False,,a,6,8,0,0,0,0,0,0.0,0.0,Koulibaly,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,496,188,496,188,494,188,497,188,,,,,,
157,,,40836,0,0,0,0,0,1,1.7,,0,Vicente,0.0,152,False,,,45,40836.jpg,4.0,Guaita,1.9,False,,a,7,31,119,0,0,0,0,0.0,26.4,Guaita,2655,0,0,11,33,0,0,0,2,0,83,11,567,614.6,0.0,0.0,61.4,68,13,402,36,386,24,229,13,,,,,,
158,,,49413,0,0,0,0,0,2,0.5,,0,James,0.0,153,False,,,40,49413.jpg,2.1,Tomkins,2.3,False,,a,7,31,17,0,0,0,0,0.0,4.2,Tomkins,545,1,0,0,11,0,0,0,2,0,0,2,97,140.4,22.0,88.0,25.1,296,118,312,119,257,92,307,115,,,,,,
159,,,50471,0,0,0,0,0,3,1.0,,0,James,0.0,154,False,,,50,50471.jpg,2.6,McArthur,0.1,False,,a,7,31,54,0,0,0,0,0.0,10.8,McArthur,1434,0,4,5,15,0,0,0,4,0,0,5,288,324.2,256.6,120.0,70.0,195,80,139,90,231,121,214,101,,,,,,
160,,,54861,0,0,0,0,0,4,1.0,,0,Christian,0.0,155,False,,,55,54861.jpg,2.3,Benteke,0.7,False,,a,7,31,58,0,0,0,0,0.0,10.5,Benteke,1132,4,1,4,20,0,0,0,3,0,0,6,173,250.2,176.7,523.0,94.3,233,26,181,22,63,23,154,22,,,,,,
161,,,55494,0,0,0,0,0,2,1.3,,0,Joel,0.0,156,False,,,45,55494.jpg,2.6,Ward,0.2,False,,a,7,31,73,0,0,0,0,0.0,16.2,Ward,2486,0,0,9,37,0,0,0,8,0,0,2,422,455.8,132.5,64.0,65.4,132,51,214,64,275,103,224,79,,,,,,
162,,,57328,0,0,0,0,0,2,1.3,,0,Nathaniel,0.0,157,False,,,45,57328.jpg,3.7,Clyne,0.1,False,,a,7,31,59,0,0,0,0,0.0,13.1,Clyne,1351,0,1,6,12,0,0,0,1,0,0,4,264,181.0,99.1,17.0,29.9,269,110,237,75,313,124,296,108,,,,,,
163,,,66975,0,0,0,0,0,3,0.5,,0,Luka,0.0,158,False,,,45,66975.jpg,1.3,Milivojevic,0.6,False,,a,7,31,19,0,0,0,0,0.0,4.2,Milivojevic,767,0,0,1,16,1,0,0,1,0,0,0,118,88.6,196.6,38.0,32.3,315,136,170,104,298,146,288,132,3.0,,2.0,,2.0,
164,,,80146,0,0,0,0,0,3,1.5,,0,Jordan,0.0,159,False,,,55,80146.jpg,2.5,Ayew,0.2,False,,a,7,31,77,0,0,0,0,0.0,14.0,Ayew,2012,3,4,9,31,0,0,0,2,0,0,3,281,349.2,361.3,491.0,120.1,185,73,102,71,69,39,96,59,,,,,,
165,,,82403,0,0,0,0,0,3,1.9,,0,Wilfried,0.0,160,False,,,70,82403.jpg,4.5,Zaha,7.0,False,,a,7,31,150,0,0,0,0,0.0,21.4,Zaha,2759,14,2,11,34,0,0,2,4,1,0,11,422,777.2,660.5,1001.0,243.8,26,10,29,21,15,7,18,12,4.0,,,,1.0,
166,,,86417,0,0,0,0,0,3,1.0,,0,Jeffrey,0.0,161,False,,,50,86417.jpg,2.7,Schlupp,0.2,False,,a,7,31,86,0,0,0,0,0.0,17.2,Schlupp,1840,4,2,8,19,0,0,0,1,0,0,2,297,412.0,249.8,486.0,114.9,154,58,140,91,70,40,108,66,,,,,,
167,,,105666,0,0,0,0,0,1,1.7,,0,Jack,0.0,162,False,,,45,105666.jpg,3.3,Butland,0.3,False,,a,7,31,30,0,0,0,0,0.0,6.7,Butland,765,0,0,1,13,0,1,0,0,0,17,3,132,155.0,0.0,0.0,15.7,290,21,415,41,401,31,323,21,,,,,,
168,,,108413,0,0,0,0,0,3,1.0,,0,Will,0.0,163,False,,,50,108413.jpg,2.1,Hughes,0.0,False,,a,7,31,34,0,0,0,0,0.0,6.8,Hughes,1050,0,2,4,16,0,0,0,6,0,0,2,164,159.0,143.0,60.0,36.3,286,121,203,119,281,141,280,126,,,,,,
169,,,173954,0,0,0,0,0,3,0.5,,0,Jairo,0.0,164,False,,,45,173954.jpg,1.3,Riedewald,0.1,False,,a,7,31,4,0,0,0,0,0.0,0.9,Riedewald,116,0,0,0,5,0,0,0,0,0,0,0,16,11.2,27.5,2.0,4.0,367,157,308,153,335,161,358,158,,,,,,
170,,,174874,0,0,0,0,0,2,1.3,,0,Joachim,0.0,165,False,,,45,174874.jpg,3.6,Andersen,2.6,False,,a,7,31,124,0,0,0,0,0.0,27.6,Andersen,2914,0,4,12,37,1,0,0,4,0,0,14,619,630.6,234.0,142.0,100.7,62,22,152,39,210,67,138,37,,,,,,
171,,,199670,0,0,0,0,0,4,1.0,,0,Odsonne,0.0,166,False,,,55,199670.jpg,3.1,Edouard,3.8,False,,a,7,31,87,0,0,0,0,0.0,15.8,Edouard,1554,6,4,9,19,0,0,0,4,0,0,9,280,389.8,265.7,618.0,127.6,169,15,136,14,49,19,87,17,,,,,3.0,
172,,,209036,0,0,0,0,0,2,1.3,,0,Marc,0.0,167,False,,,45,209036.jpg,3.4,Guéhi,2.8,False,,a,7,31,123,0,0,0,0,0.0,27.3,Guéhi,3222,2,1,11,43,0,0,0,4,0,0,8,676,720.6,98.5,290.0,111.1,42,12,240,77,132,25,113,26,,,,,,
173,,,231747,0,0,0,0,0,4,1.0,,0,Jean-Philippe,0.0,168,False,,,55,231747.jpg,2.8,Mateta,1.1,False,,a,7,31,61,0,0,0,0,0.0,11.1,Mateta,1138,5,1,5,14,0,0,0,2,0,0,6,182,253.6,112.8,568.0,93.4,229,25,231,30,56,22,156,23,,,,,,
174,,,232413,0,0,0,0,0,3,1.5,,0,Eberechi,0.0,169,False,,,55,232413.jpg,2.4,Eze,0.8,False,,a,7,31,31,0,0,0,0,0.0,5.6,Eze,599,1,1,3,8,0,0,0,1,0,0,2,125,120.0,175.3,135.0,43.2,305,132,183,110,216,113,268,122,1.0,,4.0,,,
175,,,244723,0,0,0,0,0,2,1.3,,0,Tyrick,0.0,170,False,,,45,244723.jpg,3.0,Mitchell,1.3,False,,a,7,31,109,0,0,0,0,0.0,24.2,Mitchell,3101,0,2,10,43,0,0,0,1,0,0,6,561,619.2,380.5,111.0,111.1,65,23,95,18,238,80,114,27,,,,,,
176,,,443661,0,0,0,0,0,3,1.5,,0,Michael,0.0,171,False,,,55,443661.jpg,2.8,Olise,1.1,False,,a,7,31,73,0,0,0,0,0.0,13.3,Olise,1127,2,6,4,14,0,0,0,4,0,0,8,287,308.2,389.0,269.0,96.5,206,87,91,65,143,83,147,83,2.0,,3.0,,,
177,,,450542,0,0,0,0,0,3,0.5,,0,Jesurun,0.0,172,False,,,45,450542.jpg,2.0,Rak-Sakyi,0.1,False,,a,7,31,4,0,0,0,0,0.0,0.9,Rak-Sakyi,79,0,0,1,0,0,0,0,0,0,0,0,7,1.0,6.1,2.0,0.8,379,167,341,161,339,164,379,167,,,,,,
178,,,450535,0,0,0,0,0,3,0.5,,0,Malcolm,0.0,173,False,,,45,450535.jpg,0.0,Ebiowei,0.2,False,,a,7,31,0,0,0,0,0,0.0,0.0,Ebiowei,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,454,182,450,183,442,182,456,183,,,,,,
179,,,232423,0,0,0,0,0,2,0.5,,0,Nathan,0.0,174,False,,,40,232423.jpg,1.0,Ferguson,0.4,False,,a,7,31,1,0,0,0,0,0.0,0.2,Ferguson,8,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.0,0.0,0.0,382,143,391,150,375,150,402,150,,,,,,
180,,,101982,0,0,0,0,0,1,1.7,,0,Sam,0.0,175,False,,,45,101982.jpg,0.0,Johnstone,0.5,False,,a,7,31,0,0,0,0,0,0.0,0.0,Johnstone,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,418,46,413,39,399,29,421,46,,,,,,
181,,,169593,0,0,0,0,0,1,0.5,,0,Remi,0.0,495,False,,,40,169593.jpg,0.0,Matthews,0.3,False,,a,7,31,0,0,0,0,0,0.0,0.0,Matthews,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,390,39,379,27,361,15,392,39,,,,,,
182,,,450541,0,0,0,0,0,4,0.5,,0,Luke,0.0,496,False,,,45,450541.jpg,0.0,Plange,1.6,False,,a,7,31,0,0,0,0,0,0.0,0.0,Plange,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,455,43,451,42,443,42,457,44,,,,,,
183,,,438464,0,0,0,0,0,3,1.0,,0,Cheick,0.0,514,False,,,50,438464.jpg,0.0,Doucouré,0.1,False,,a,7,31,0,0,0,0,0,0.0,0.0,C.Doucouré,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,490,207,490,208,487,208,491,208,,,,,,
184,,,40349,0,0,0,0,0,1,0.5,,0,Asmir,0.0,176,False,,,40,40349.jpg,4.3,Begović,2.0,False,,a,8,11,13,0,0,0,0,0.0,3.2,Begović,270,0,0,1,8,0,0,0,0,0,11,3,61,81.8,0.0,0.0,8.2,321,24,367,17,347,5,344,25,,,,,,
185,0.0,,57134,0,0,0,0,0,4,0.0,,0,Salomón,0.0,177,False,Suspended until 13 Aug,2022-07-05T15:30:04.154866Z,50,57134.jpg,1.5,Rondón,0.2,False,,s,8,11,30,0,0,0,0,0.0,6.0,Rondón,779,1,1,2,16,0,0,0,2,1,0,2,73,94.2,108.9,339.0,53.8,312,32,233,31,110,31,249,31,,,,,,
186,50.0,,59949,0,0,0,0,0,2,0.7,,0,Seamus,0.0,178,False,Groin Injury - 50% chance of playing,2022-07-15T12:00:04.659129Z,45,59949.jpg,2.6,Coleman,0.2,False,,d,8,11,79,0,0,0,0,0.0,17.6,Coleman,2656,1,1,7,50,1,0,0,4,0,0,6,439,469.4,232.1,170.0,86.9,123,46,153,40,200,60,173,51,,,,,,
187,0.0,,60252,0,0,0,0,0,3,0.0,,0,Andros,0.0,179,False,Knee injury - Expected back 01 Oct,2022-07-05T15:30:04.167286Z,55,60252.jpg,3.1,Townsend,0.0,False,,i,8,11,66,0,0,0,0,0.0,12.0,Townsend,1452,3,2,3,30,0,0,0,3,0,0,8,252,351.6,468.9,221.0,103.9,184,72,68,49,166,91,129,74,3.0,,3.0,,2.0,
188,,,106611,0,0,0,0,0,2,1.3,,0,Michael,0.0,180,False,,,45,106611.jpg,3.2,Keane,0.7,False,,a,8,11,102,0,0,0,0,0.0,22.7,Keane,2791,3,2,8,54,2,0,0,2,1,0,11,518,697.0,97.0,231.0,102.7,50,17,241,78,159,38,132,34,,,,,,
189,,,108823,0,0,0,0,0,3,1.5,,0,Dele,0.0,181,False,,,55,108823.jpg,1.7,Alli,0.4,False,,a,8,11,35,0,0,0,0,0.0,6.4,Dele,985,1,0,3,23,0,0,0,4,0,0,1,103,189.2,142.6,129.0,46.1,266,111,204,120,222,118,265,120,,,,,,
190,,,111234,0,0,0,0,0,1,1.7,,0,Jordan,0.0,182,False,,,45,111234.jpg,3.3,Pickford,6.1,False,,a,8,11,116,0,0,0,0,0.0,25.8,Pickford,3150,0,0,7,58,0,0,0,2,0,117,12,624,863.2,43.0,0.0,90.5,15,7,288,1,404,33,166,7,,,,,,
191,,,119765,0,0,0,0,0,3,1.0,,0,Allan,0.0,183,False,,,50,119765.jpg,2.1,Marques Loureiro,0.1,False,,a,8,11,58,0,0,0,0,0.0,11.6,Allan,2181,0,3,6,38,0,0,0,7,1,0,2,313,391.4,228.4,82.0,70.4,165,64,156,97,260,134,211,100,,,,,,
192,,,120250,0,0,0,0,0,3,0.5,,0,André,0.0,184,False,,,45,120250.jpg,1.3,Tavares Gomes,0.5,False,,a,8,11,18,0,0,0,0,0.0,4.0,André Gomes,614,0,1,0,19,0,0,0,3,0,0,0,47,84.0,85.2,136.0,30.6,320,139,247,135,215,112,294,135,,,,,,
193,,,121599,0,0,0,0,0,3,1.5,,0,Abdoulaye,0.0,185,False,,,55,121599.jpg,3.0,Doucouré,0.3,False,,a,8,11,90,0,0,0,0,0.0,16.4,A.Doucouré,2536,2,5,5,47,0,0,0,6,0,0,8,387,481.8,285.8,441.0,121.1,116,46,127,83,84,49,94,58,,,,,,
194,,,153133,0,0,0,0,0,3,1.5,,0,Alex,0.0,186,False,,,55,153133.jpg,2.8,Iwobi,0.2,False,,a,8,11,78,0,0,0,0,0.0,14.2,Iwobi,2029,2,2,6,38,0,0,0,1,0,0,6,312,370.0,501.4,357.0,122.7,176,67,60,42,107,63,92,57,,,,,,
195,,,160987,0,0,0,0,0,3,0.5,,0,Jean-Philippe,0.0,187,False,,,45,160987.jpg,1.0,Gbamin,0.0,False,,a,8,11,3,0,0,0,0,0.0,0.7,Gbamin,65,0,0,0,2,0,0,0,0,0,0,0,10,7.0,0.6,0.0,0.8,371,161,361,168,412,172,376,164,,,,,,
196,,,164511,0,0,0,0,0,2,1.3,,0,Yerry,0.0,188,False,,,45,164511.jpg,1.8,Mina,0.2,False,,a,8,11,24,0,0,0,0,0.0,5.3,Mina,844,0,0,2,10,0,0,0,3,0,0,0,133,164.8,18.2,66.0,24.6,279,115,319,123,271,99,309,117,,,,,,
197,,,172632,0,0,0,0,0,3,1.5,,0,Demarai,0.0,189,False,,,55,172632.jpg,3.1,Gray,1.4,False,,a,8,11,106,0,0,0,0,0.0,19.3,Gray,2336,5,5,6,39,0,0,0,3,0,0,3,397,486.2,644.2,758.0,189.0,113,44,31,23,37,22,35,23,2.0,,2.0,,3.0,
198,,,173807,0,0,0,0,0,3,1.0,,0,Tom,0.0,190,False,,,50,173807.jpg,2.0,Davies,0.1,False,,a,8,11,12,0,0,0,0,0.0,2.4,Davies,230,1,0,0,9,0,0,0,1,0,0,0,44,61.6,8.6,90.0,16.1,328,143,340,160,256,131,320,144,,,,,,
199,,,177815,0,0,0,0,0,4,2.1,,0,Dominic,0.0,191,False,,,80,177815.jpg,3.8,Calvert-Lewin,2.0,False,,a,8,11,64,0,0,0,0,0.0,8.0,Calvert-Lewin,1281,5,2,3,31,0,0,1,2,0,0,10,207,255.8,144.7,448.0,84.7,227,24,201,27,80,27,175,28,,,,,1.0,
200,,,194164,0,0,0,0,0,2,1.3,,0,Mason,0.0,192,False,,,45,194164.jpg,2.5,Holgate,0.2,False,,a,8,11,62,0,0,0,0,0.0,13.8,Holgate,2133,2,2,5,42,1,0,0,7,1,0,2,312,431.2,42.1,120.0,59.3,141,58,290,112,230,77,235,84,,,,,,
201,,,198826,0,0,0,0,0,2,1.3,,0,Ben,0.0,193,False,,,45,198826.jpg,2.0,Godfrey,0.2,False,,a,8,11,45,0,0,0,0,0.0,10.0,Godfrey,2029,0,0,4,39,0,0,0,6,0,0,1,318,416.0,164.6,222.0,80.5,152,63,190,53,162,40,185,56,,,,,,
202,,,224967,0,0,0,0,0,2,1.3,,0,Vitalii,0.0,194,False,,,45,224967.jpg,3.2,Mykolenko,0.4,False,,a,8,11,42,0,0,0,0,0.0,9.3,Mykolenko,1054,1,1,3,17,0,0,0,0,0,0,3,177,187.4,138.8,66.0,39.4,267,109,208,60,273,101,274,101,4.0,,,,,
203,,,232826,0,0,0,0,0,3,1.5,,0,Anthony,0.0,195,False,,,55,232826.jpg,2.9,Gordon,3.1,False,,a,8,11,100,0,0,0,0,0.0,18.2,Gordon,2277,4,3,7,40,0,0,0,4,0,0,9,325,460.4,523.0,632.0,161.6,130,51,53,38,48,29,51,34,1.0,,1.0,,,
204,0.0,,480455,0,0,0,0,0,2,0.0,,0,Jarrad,0.0,196,False,Joined PSV Eindhoven on loan - Expected back 01 Jul,2022-07-17T21:30:04.439165Z,40,480455.jpg,1.2,Branthwaite,0.5,False,,u,8,11,7,0,0,0,0,0.0,1.8,Branthwaite,387,1,0,0,17,0,0,0,0,1,0,1,49,90.2,2.8,44.0,13.8,314,125,345,136,290,112,329,127,,,,,,
205,,,243571,0,0,0,0,0,2,0.5,,0,Nathan,0.0,197,False,,,40,243571.jpg,0.0,Patterson,1.3,False,,a,8,11,0,0,0,0,0,0.0,0.0,Patterson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,401,151,393,151,377,151,404,151,,,,,,
206,,,495542,0,0,0,0,0,2,0.5,,0,Niels,0.0,198,False,,,40,495542.jpg,0.0,Nkounkou,0.5,False,,a,8,11,0,0,0,0,0,0.0,0.0,Nkounkou,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,408,157,400,157,384,157,411,157,,,,,,
207,,,17761,0,0,0,0,0,2,1.3,,0,James,0.0,199,False,,,45,17761.jpg,2.4,Tarkowski,1.2,False,,a,8,11,83,0,0,0,0,0.0,18.4,Tarkowski,3106,1,2,7,51,1,0,0,11,0,0,5,486,892.6,118.1,315.0,132.8,13,1,225,70,120,21,76,15,,,,,,
208,,,76357,0,0,0,0,0,3,0.0,,0,Tom,0.0,200,False,,,50,76357.jpg,0.0,Cairney,0.1,False,,a,9,54,0,0,0,0,0,0.0,0.0,Cairney,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,469,191,467,192,461,192,470,192,4.0,,,,,
209,,,82514,0,0,0,0,0,2,0.3,,0,Tim,0.0,201,False,,,45,82514.jpg,0.0,Ream,0.1,False,,a,9,54,0,0,0,0,0,0.0,0.0,Ream,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,415,161,409,161,395,161,418,161,,,,,,
210,,,83543,0,0,0,0,0,3,0.0,,0,Anthony,0.0,202,False,,,50,83543.jpg,0.0,Knockaert,0.1,False,,a,9,54,0,0,0,0,0,0.0,0.0,Knockaert,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,470,192,468,193,462,193,471,193,,,,,,
211,,,89085,0,0,0,0,0,3,-0.5,,0,Nathaniel,0.0,203,False,,,45,89085.jpg,0.0,Chalobah,0.6,False,,a,9,54,0,0,0,0,0,0.0,0.0,Chalobah,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,416,170,411,172,397,168,419,171,,,,,,
212,,,92259,0,0,0,0,0,3,0.5,,0,Neeskens,0.0,204,False,,,55,92259.jpg,0.0,Kebano,0.1,False,,a,9,54,0,0,0,0,0,0.0,0.0,Kebano,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,497,210,497,211,495,211,498,211,3.0,,2.0,,3.0,
213,,,96994,0,0,0,0,0,3,0.5,,0,Bobby,0.0,205,False,,,55,96994.jpg,0.0,De Cordova-Reid,0.1,False,,a,9,54,0,0,0,0,0,0.0,0.0,De Cordova-Reid,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,498,211,498,212,496,212,499,212,,,,,,
214,,,101105,0,0,0,0,0,2,0.3,,0,Joe,0.0,206,False,,,45,101105.jpg,0.0,Bryan,0.2,False,,a,9,54,0,0,0,0,0,0.0,0.0,Bryan,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,417,162,412,162,398,162,420,162,,,,,,
215,,,102884,0,0,0,0,0,1,-0.5,,0,Paulo,0.0,207,False,,,40,102884.jpg,0.0,Gazzaniga Farias,10.8,False,,a,9,54,0,0,0,0,0,0.0,0.0,Gazzaniga,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,387,38,374,24,355,12,389,38,,,,,,
216,,,109434,0,0,0,0,0,2,-0.5,,0,Terence,0.0,208,False,,,40,109434.jpg,0.0,Kongolo,0.8,False,,a,9,54,0,0,0,0,0,0.0,0.0,Kongolo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,388,144,375,143,357,141,390,143,,,,,,
217,,,109646,0,0,0,0,0,2,0.3,,0,Tosin,0.0,209,False,,,45,109646.jpg,0.0,Adarabioyo,0.1,False,,a,9,54,0,0,0,0,0,0.0,0.0,Tosin,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,420,163,416,163,402,163,423,163,,,,,,
218,,,128389,0,0,0,0,0,4,0.5,,0,Aleksandar,0.0,210,False,,,65,128389.jpg,0.0,Mitrović,9.2,False,,a,9,54,0,0,0,0,0,0.0,0.0,Mitrović,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,517,54,517,54,517,54,517,54,,,3.0,,1.0,
219,,,153366,0,0,0,0,0,3,-0.5,,0,Harrison,0.0,211,False,,,45,153366.jpg,0.0,Reed,0.4,False,,a,9,54,0,0,0,0,0,0.0,0.0,Reed,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,422,171,419,173,406,169,425,172,2.0,,,,,
220,,,153682,0,0,0,0,0,3,0.6,,0,Harry,0.0,212,False,,,60,153682.jpg,0.0,Wilson,1.0,False,,a,9,54,0,0,0,0,0,0.0,0.0,Wilson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,512,222,512,222,512,222,512,222,1.0,,1.0,,2.0,
221,,,155529,0,0,0,0,0,1,0.7,,0,Marek,0.0,213,False,,,45,155529.jpg,0.0,Rodák,0.3,False,,a,9,54,0,0,0,0,0,0.0,0.0,Rodák,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,424,49,421,44,409,36,427,49,,,,,,
222,,,166324,0,0,0,0,0,3,0.0,,0,Ivan,0.0,214,False,,,50,166324.jpg,0.0,Neves Abreu Cavaleiro,0.2,False,,a,9,54,0,0,0,0,0,0.0,0.0,Cavaleiro,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,477,198,476,199,472,199,478,199,,,,,,
223,,,167074,0,0,0,0,0,2,0.3,,0,Kenny,0.0,215,False,,,45,167074.jpg,0.0,Tete,0.1,False,,a,9,54,0,0,0,0,0,0.0,0.0,Tete,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,428,165,425,165,414,165,431,165,,,,,,
224,,,168765,0,0,0,0,0,3,-0.5,,0,Josh,0.0,216,False,,,45,168765.jpg,0.0,Onomah,0.1,False,,a,9,54,0,0,0,0,0,0.0,0.0,Onomah,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,430,175,427,177,416,174,433,176,,,,,,
225,,,169528,0,0,0,0,0,2,0.3,,0,Antonee,0.0,217,False,,,45,169528.jpg,0.0,Robinson,0.2,False,,a,9,54,0,0,0,0,0,0.0,0.0,Robinson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,431,167,428,167,417,167,434,167,,,,,,
226,,,244042,0,0,0,0,0,4,0.0,,0,Rodrigo,0.0,218,False,,,55,244042.jpg,0.0,Muniz Carvalho,0.1,False,,a,9,54,0,0,0,0,0,0.0,0.0,Muniz,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,506,49,506,49,506,49,506,49,,,,,,
227,,,490146,0,0,0,0,0,4,-0.5,,0,Jay,0.0,219,False,,,45,490146.jpg,0.0,Stansfield,1.4,False,,a,9,54,0,0,0,0,0,0.0,0.0,Stansfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,465,45,462,45,454,44,466,45,,,,,,
228,,,154296,0,0,0,0,0,3,0.0,,0,João,0.0,220,False,,,50,154296.jpg,0.0,Palhinha Gonçalves,0.3,False,,a,9,54,0,0,0,0,0,0.0,0.0,Palhinha,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,473,195,472,196,468,196,474,196,,,,,,
229,,,156689,0,0,0,0,0,3,-0.5,,0,Andreas,0.0,346,False,,,45,156689.jpg,0.0,Hoelgebaum Pereira,22.0,False,,a,9,54,0,0,0,0,0,0.0,0.0,Andreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,426,173,423,175,411,171,429,174,,,,,,
230,,,432931,0,0,0,0,0,3,-0.5,,0,Tyrese,0.0,521,False,,,45,432931.jpg,0.0,Francois,0.0,False,,a,9,54,0,0,0,0,0,0.0,0.0,Francois,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,447,179,443,180,435,179,450,180,,,,,,
231,,,17745,0,0,0,0,0,1,3.1,,0,Kasper,0.0,248,False,,,50,17745.jpg,3.5,Schmeichel,2.0,False,,a,10,13,131,0,0,0,0,0.0,26.2,Schmeichel,3330,0,0,7,58,0,2,0,1,0,131,12,706,1076.6,11.2,0.0,109.1,4,2,333,8,457,42,122,1,,,,,,
232,,,37642,0,0,0,0,0,2,1.8,,0,Jonny,0.0,249,False,,,45,37642.jpg,2.2,Evans,0.3,False,,a,10,13,39,0,0,0,0,0.0,8.7,Evans,1346,1,1,2,23,0,0,0,3,0,0,0,257,355.6,57.6,75.0,48.8,183,77,274,101,265,95,261,95,,,,,,
233,0.0,,40146,0,0,0,0,0,2,0.0,,0,Ryan,0.0,250,False,Knee injury - Unknown return date,2022-07-05T15:30:04.221247Z,40,40146.jpg,1.0,Bertrand,0.0,False,,i,10,13,4,0,0,0,0,0.0,1.0,Bertrand,337,0,0,0,7,0,0,0,1,0,0,0,32,48.0,14.8,8.0,7.2,336,132,324,126,321,129,347,132,,,,,,
234,,,51938,0,0,0,0,0,3,1.5,,0,Marc,0.0,251,False,,,50,51938.jpg,2.4,Albrighton,0.1,False,,a,10,13,40,0,0,0,0,0.0,8.0,Albrighton,1127,1,2,2,24,0,0,0,3,0,0,2,169,236.2,208.6,51.0,49.7,241,102,163,101,287,142,260,117,3.0,,,,,
235,,,86881,0,0,0,0,0,3,1.0,,0,Nampalys,0.0,252,False,,,45,86881.jpg,1.7,Mendy,0.5,False,,a,10,13,24,0,0,0,0,0.0,5.3,Mendy,1032,0,0,2,15,0,0,0,3,0,0,0,147,88.2,44.2,7.0,14.0,316,137,287,142,324,157,327,146,,,,,,
236,,,93100,0,0,0,0,0,2,1.0,,0,Jannik,0.0,253,False,,,40,93100.jpg,1.1,Vestergaard,11.4,False,,a,10,13,11,0,0,0,0,0.0,2.8,Vestergaard,563,0,0,1,16,0,0,0,2,0,0,0,115,159.2,15.2,15.0,19.0,285,117,323,125,314,125,316,122,,,,,,
